-5.0000,1.4296,2.0168
-4.9394,1.3261,1.9680
-4.8788,1.4268,1.9193
-4.8182,1.4006,1.8708
-4.7576,1.4192,1.8225
-4.6970,1.4085,1.7744
-4.6364,1.3622,1.7264
-4.5758,1.4807,1.6786
-4.5152,1.3551,1.6310
-4.4545,1.3384,1.5836
-4.3939,1.3593,1.5364
-4.3333,1.3743,1.4894
-4.2727,1.2651,1.4426
-4.2121,1.2945,1.3960
-4.1515,1.3316,1.3496
-4.0909,1.2478,1.3035
-4.0303,1.2051,1.2576
-3.9697,1.1445,1.2119
-3.9091,1.2066,1.1665
-3.8485,1.0662,1.1213
-3.7879,1.0754,1.0764
-3.7273,1.0269,1.0318
-3.6667,0.9476,0.9875
-3.6061,0.9013,0.9435
-3.5455,0.9244,0.8997
-3.4848,0.8119,0.8563
-3.4242,0.8103,0.8133
-3.3636,0.8106,0.7705
-3.3030,0.6383,0.7281
-3.2424,0.7122,0.6861
-3.1818,0.6427,0.6445
-3.1212,0.5504,0.6032
-3.0606,0.5904,0.5624
-3.0000,0.4935,0.5219
-2.9394,0.4747,0.4819
-2.8788,0.4199,0.4424
-2.8182,0.4197,0.4034
-2.7576,0.3035,0.3648
-2.6970,0.3995,0.3268
-2.6364,0.2928,0.2893
-2.5758,0.1891,0.2523
-2.5152,0.2019,0.2159
-2.4545,0.1241,0.1802
-2.3939,0.0740,0.1451
-2.3333,0.0659,0.1106
-2.2727,0.1040,0.0768
-2.2121,0.0743,0.0437
-2.1515,-0.0448,0.0113
-2.0909,-0.0704,-0.0203
-2.0303,-0.0348,-0.0511
-1.9697,-0.0183,-0.0812
-1.9091,-0.0966,-0.1104
-1.8485,-0.1776,-0.1387
-1.7879,-0.1918,-0.1662
-1.7273,-0.1105,-0.1929
-1.6667,-0.1968,-0.2187
-1.6061,-0.2616,-0.2436
-1.5455,-0.2966,-0.2678
-1.4848,-0.2562,-0.2913
-1.4242,-0.3162,-0.3141
-1.3636,-0.4424,-0.3365
-1.3030,-0.3377,-0.3586
-1.2424,-0.3829,-0.3807
-1.1818,-0.4103,-0.4030
-1.1212,-0.5130,-0.4262
-1.0606,-0.5008,-0.4506
-1.0000,-0.4057,-0.4769
-0.9394,-0.5221,-0.5060
-0.8788,-0.4863,-0.5385
-0.8182,-0.5334,-0.5755
-0.7576,-0.5367,-0.6177
-0.6970,-0.5141,-0.6659
-0.6364,-0.5089,-0.7207
-0.5758,-0.5104,-0.7823
-0.5152,-0.4975,-0.8506
-0.4545,-0.5197,-0.9253
-0.3939,-0.5419,-1.0059
-0.3333,-0.3710,-1.0914
-0.2727,-0.3576,-1.1812
-0.2121,-0.3900,-1.2742
-0.1515,-0.2367,-1.3697
-0.0909,-0.2610,-1.4669
-0.0303,-0.3145,-1.5652
0.0303,-0.3458,-1.6642
0.0909,-0.4305,-1.7634
0.1515,-0.3881,-1.8624
0.2121,-0.3670,-1.9612
0.2727,-0.2839,-2.0594
0.3333,-0.3207,-2.1569
0.3939,-0.4068,-2.2537
0.4545,-0.3774,-2.3497
0.5152,-0.3417,-2.4449
0.5758,-0.3520,-2.5392
0.6364,-0.3776,-2.6327
0.6970,-0.3323,-2.7253
0.7576,-0.3327,-2.8171
0.8182,-0.3538,-2.9081
0.8788,-0.3259,-2.9982
0.9394,-0.3391,-3.0876
1.0000,-0.3550,-3.1762
