-5.0000,3.6508,4.6889
-4.9394,3.6862,4.6283
-4.8788,3.6460,4.5677
-4.8182,3.5885,4.5071
-4.7576,3.6431,4.4465
-4.6970,3.6455,4.3859
-4.6364,3.6628,4.3253
-4.5758,3.6927,4.2647
-4.5152,3.5805,4.2040
-4.4545,3.6128,4.1434
-4.3939,3.6100,4.0828
-4.3333,3.5677,4.0222
-4.2727,3.5512,3.9616
-4.2121,3.5027,3.9010
-4.1515,3.5351,3.8404
-4.0909,3.3743,3.7798
-4.0303,3.3779,3.7192
-3.9697,3.3346,3.6586
-3.9091,3.2866,3.5980
-3.8485,3.1388,3.5374
-3.7879,3.0828,3.4768
-3.7273,3.1729,3.4162
-3.6667,3.0309,3.3556
-3.6061,3.0661,3.2950
-3.5455,2.9529,3.2343
-3.4848,2.8378,3.1737
-3.4242,2.8328,3.1131
-3.3636,2.7415,3.0525
-3.3030,2.6247,2.9919
-3.2424,2.5645,2.9313
-3.1818,2.4701,2.8707
-3.1212,2.4529,2.8101
-3.0606,2.4120,2.7495
-3.0000,2.3729,2.6889
-2.9394,2.2388,2.6283
-2.8788,2.1789,2.5677
-2.8182,2.1625,2.5071
-2.7576,2.1565,2.4465
-2.6970,2.0680,2.3859
-2.6364,1.9875,2.3253
-2.5758,1.9168,2.2647
-2.5152,1.8637,2.2040
-2.4545,1.7847,2.1434
-2.3939,1.7570,2.0828
-2.3333,1.7072,2.0222
-2.2727,1.5805,1.9616
-2.2121,1.5113,1.9010
-2.1515,1.4796,1.8404
-2.0909,1.4204,1.7798
-2.0303,1.3072,1.7192
-1.9697,1.3046,1.6586
-1.9091,1.1868,1.5980
-1.8485,1.1293,1.5374
-1.7879,1.0349,1.4768
-1.7273,1.0234,1.4162
-1.6667,0.8819,1.3556
-1.6061,0.7967,1.2950
-1.5455,0.7099,1.2343
-1.4848,0.7346,1.1737
-1.4242,0.7014,1.1131
-1.3636,0.5205,1.0525
-1.3030,0.5629,0.9919
-1.2424,0.3452,0.9313
-1.1818,0.3274,0.8707
-1.1212,0.3952,0.8101
-1.0606,0.2199,0.7495
-1.0000,0.3182,0.6889
-0.9394,0.1745,0.6283
-0.8788,0.0811,0.5677
-0.8182,0.0554,0.5071
-0.7576,0.0567,0.4465
-0.6970,0.0830,0.3859
-0.6364,0.0998,0.3253
-0.5758,0.1012,0.2647
-0.5152,-0.0283,0.2040
-0.4545,-0.0953,0.1434
-0.3939,-0.2669,0.0828
-0.3333,-0.5759,0.0222
-0.2727,-0.7942,-0.0384
-0.2121,-0.9701,-0.0990
-0.1515,-1.1070,-0.1596
-0.0909,-1.1993,-0.2202
-0.0303,-1.2951,-0.2808
0.0303,-1.2993,-0.3414
0.0909,-1.3424,-0.4020
0.1515,-1.5369,-0.4626
0.2121,-1.7664,-0.5232
0.2727,-1.8736,-0.5838
0.3333,-1.9329,-0.6444
0.3939,-2.1563,-0.7050
0.4545,-2.2446,-0.7657
0.5152,-2.2965,-0.8263
0.5758,-2.5092,-0.8869
0.6364,-2.5453,-0.9475
0.6970,-2.6570,-1.0081
0.7576,-2.8356,-1.0687
0.8182,-2.9946,-1.1293
0.8788,-3.1468,-1.1899
0.9394,-3.2383,-1.2505
1.0000,-3.3243,-1.3111
